Unnamed: 0,Label,clean_text,String,encoded_label
1726,Bullying,username nya ngatain orang nyindir netijen goblog banyakan masyako, <USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,1.0
1727,Bullying,username didik ortunya nagita bagus heran dengan balajaer nagita yah yang dirugikan sama junjunganny kenapa yang dibenci bodoh sangat asli," <USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",1.0
1728,Bullying,username padahal kamu kampungan loh pakai kerudung mulutnya cuihh," <USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",1.0
1729,Bullying,belajaer tuh ya hahahaha bela artis sampai sebegitunya manusah2 begoh,Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,1.0
1730,Bullying,username iya norak kampyuung coba liat artis adem ayem liat isyana liat agnezmo liat mba liaaat diliat saja coba telaah deh dikasih tahu contoh artis better eh jawabannya ya cocok la," <USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",1.0
1731,Bullying,username tidak sok high class mba liat komenmu artis beda2 mbak yang suka curhat ig yang curhat teman yang curhat tuhan tidak terus mulut situ maju otaknya mikirnya yang curh," <USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",1.0
1732,Bullying,username goblok tidak netizen yang kontra sama postingan si via bakajaer kali mba mas ih goblok dipiara lol," <USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",1.0
1733,Bullying,sih memang artis ko artis indo nya urus prestasi sosmed nya terus isi nya jadi jatuh nya kampungan,Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,1.0
1734,Bullying,username saja kan y mba kaya agnes mau banyak penghargaan nya tetapi tidak kampungan beda am yang," <USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",1.0
1735,Bullying,munafik sangat yang bicara curhat sosmed kampungan saya elu kitu keleusss wkkwkww mending mba via artis cantik bisa nyanyi la elu lebih kampungan wkwkwkwkw,Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,1.0
1736,Bullying,username wawan zzzzz memang artis tidak teman sedikit sedikit att hahaha curhat sosmed kampungan, <USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,1.0
1737,Bullying,lemas ya mulutnya berani ststus sudah begitu tulisannya sengaja biar tidak kebaca takut kali labrak mmmm artis kampungan sih ya wajar ya,Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,1.0
1738,Bullying,username main main jawa timur biar tidak begok, <USERNAME> main main lah ke jawa timur.. Biar ga begok!!,1.0
1739,Bullying,username sudah nunjukin karyanya situ punya karya karya nyinyir hidupnya via tolol," <USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",1.0
1740,Bullying,username bilang saya fansnya via duh nantangin saya nih orang anak tolol anak alay jablay," <USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",1.0
1741,Bullying,username yutub ya mba aplikasi ya saya tahunya youtube mba tidak tahu ya seseorg bisa dapat penghasilan salah satunya dari youtube loh mereka juga bayar kalau banyak yang nonton video mereka sekolah yang benar deh mba biar pintar generasi muda, <USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,1.0
1742,Bullying,saya suka gangerti deh yaa kalau via vallen bikin status apalah disangkut pautin ama att terus att nya saja saja fansnya sih yang bikin jelek orang kalau sangkut pautin terus juga gerah kali,"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",1.0
1743,Bullying,jujur saja ya ni orang bagusan kaga oplas itu foto sebelum dan oplas dioplas mukanya aneh kyknya gagal oplasnya,Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,1.0
1744,Bullying,noraaak abiiis kebeli emas az pamer apalagi mainan berlian ciiinnnnn,Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,1.0
1745,Bullying,before and after pasca oplas tidak ngefek ya tetap jelek n seram mukanya ahahahhaha,Before and after pasca oplas ga ngefek ya.. tetep jelek n serem mukanya..ahahahhaha..,1.0
1746,Bullying,salfok mukanya sumpah jelek oplas model failed,"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Failed!!!",1.0
1747,Bullying,norak benar kegaet penjahat,Norak bener. Kegaet penjahat baru rasa.,1.0
1748,Bullying,najis di philipine sangat kali di saja bangga jadi perusak moral ko bangga najis sekali liatnya cukup di saja komen nya ingin ngetop lewat nitezerrre wkwkwk mengharap laku,"Najis..,apalagi d philipine biasa bgt kali,d sana aj bangga..jd perusak moral ko bangga..najis banget liatnya.ckp d sini aj komen ny,dia pngn ngetop lwt nitezerrre.....wkwkwk..ngarep laku",1.0
1749,Bullying,saya bingung jujur media rebutan ngeliput orang kayaknya hanya net saja media informasi waras,Yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang. Kayaknya cuman net doang media informasi yang masih waras,1.0
1750,Bullying,jedun yang tidak becus perempuan terhormat tidak becus perempuan cerdas tidak becus perempuan yang mencari suami sah suami orang tidak becus perempuan yang menghindari narkoba tidak becus perempuan yang menjaga nama keluarga semoga perempuan yang mirip dunia ya jedun,"Bukankah Jedun yg ga becus jadi perempuan terhormat, ga becus jadi perempuan cerdas, ga becus jadi perempuan yg mencari suami sah bukan suami orang, ga becus jadi perempuan yg menghindari narkoba, ga becus jadi perempuan yg menjaga nama baik keluarga... semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya Jedun",1.0
1751,Bullying,cewek yang begini yang hrsnya gosong jadi abu saja kebakaran pabrik yang lagi viral kemarin itu bnr2 slain tidak brguna gda otak cuma modal ngangkang terus gebet laki orang terus bangga btw kalau memang instastory nya nyindir sesebini tua mah ehhh at least biar tidak becus jadi prewi tetapi becus cuii jadi emak buktinya anak nya bejibun terus semua pro emaknya daripada bapaknya,"cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu. bnr2 slain ga brguna, gda otak.. cm modal ngangkang trs gebet laki org trs bangga.. btw klo emg instastory nya buat nyindir sesebini tua mah. ehhh at least biar ga becus jd prewi tp becus cuii jd emak. buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya",1.0
1752,Bullying,hahaha kasihan ya tidak becus perem ngerebut laki orang biar dikata perempuan dasar perempuan sadar anda cuy,"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",1.0
1753,Bullying,dasar artis abal abal enggk laku layar kaca sudah enggk duit kere miskin main ke dukun elmu pelet perebut suami orang yang kaya,Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,1.0
1754,Bullying,ih becus makrum becus ngrebut suami orang hehe,"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",1.0
1755,Bullying,eeee si pelacur situ becus jadi brempuan memang becus sampah sih iya edeuuuuuh lonte lonte,Eeee si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya. Edeuuuuuh lonte lonte,1.0
1756,Bullying,biarin puas puasin mumpung deseu berasa muda nanti kalau sudah tua nyaho karma,"Biarin,,,puas puasin mumpung deseu masih brasa muda. Ntar klo dah tua juga nyaho! Karma itu ada.",1.0
1757,Bullying,anak perempuan lho contohin jelek anaknya becus perempuan amit amit,Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,1.0
1758,Bullying,kaya becus saja jadi permpuan yang tidak becus jadi perempuan ko sukanya sama laki orang heheh,Kaya becus aja jd permpuan dia yng g becus jd perempuan ko sukanya sm laki orng heheh,1.0
1759,Bullying,yang tidak becus tuh loh jedun hidup nya bisanya ngerusak kbhgiaan orang hidup serba mewah tetapi tidak kerja malah morotin laki orang karma pasti akan mnghampirimu,Yg gk becus tuh loh jedun...hidup nya cuma bisanya ngerusak kbhgiaan org lain .mau hidup serba mewah tp g mau krja mlh morotin laki org..karma psti akn mnghampirimu????????,1.0
1760,Bullying,saya tidak suka sama ni orang idupnya kebanyakan ribut,Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,1.0
1761,Bullying,yang nama nya plagiat ya plagiat laku tetapi tetap saja ciptaan dari hasil plagiat wkwkwkwk saya mah ogah dwngerin saja sudah ingin muntah,"Yg nama ny plagiat ya plagiat, walaupun laku tp tetep ajah ciptaan dri hasil plagiat..wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah",1.0
1762,Bullying,dasar plagiat tidak kreatip memalukab sangat,"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",1.0
1763,Bullying,begonya bilang apanya yaaa liriknya saja percintaan begitu lagu benar-benar tolol si ayu tidak punya kuping y orang yang dipermasalahin nadanya,"Dan dengan begonya dia bilang ""apanya yang sama yaaa liriknya aja tentang percintaan gitu kok lagu saya"" bener2 tolol si ayu. Gapunya kuping apa y orang yg dipermasalahin nadanya ????????",1.0
1764,Bullying,pacarnya anggel pietrs kali cowok bocah username yaelah jes terxta kelakuan mu saja seperti ayuting2 hidupmu penuh drama murahan,Itu pacarnya anggel pietrs kali.... dan cowok itu juga masih bocah....  <USERNAME> yaelah jes.. terxta kelakuan mu sama aja sprti ayuting2 Hidupmu penuh dengan drama MURAHAN,1.0
1765,Bullying,japok gateeel memang sudah main si mamad sampai si jessica dimusuhin deddy corbuzier saja jijik si japok semenjak nagita diundang hitam putih nagita cerita panggung saja sih saya,"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue",1.0
1766,Bullying,username memalukan buk bicara pelakor memang ibuk sudah pelakor ya tahu ayu pelakor wkwkwkwkwk awas rumah tangga yang dimasukin pelakor anaknya pelakor, <USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..,1.0
1767,Bullying,kerdus mulutnya busuk sampah makanannya,Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,1.0
1768,Bullying,username tai kamu gedein bagus pupuk jangan bacot kamu goblok nih cewek kenapa bawa2 suku, <USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,1.0
1769,Bullying,kamu artis papan blenyek saja belagu artis tidak populer sekalu hahaha,LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,1.0
1770,Bullying,anang muka nya kaya babiii begitu saja demenin jijikk,ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,1.0
1771,Bullying,tidak suka ayu ting ting tidak separah ngejudge nya hati otak manusia kekurangan kelebihan perasaan seenak nya menjudge orang kaya sudah sempurna saja kamu username,"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO!  <USERNAME>",1.0
1772,Bullying,tidak pantes dipanggil ustad orang munafik ceramah orang kelakuan sndr saja menzolimi istri sah nya dengan poligami diam2 kacian istri pertamanya tidak tahu malu istri aduh kalau yang masih panggil buat ceramah namanya bodo,"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",1.0
1773,Bullying,biadab kalau anak kamu bully saya mampusin ya,Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,1.0
1774,Bullying,dasar anjing tuh cowok orang berani cowok one by one yang lemah dasar yah cowok2 jaman sekarang casing saja cowok nyali nya lebih2 banci,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",1.0
1775,Bullying,username iya kasihan si micin perusahan produk micin mengiklan kalau masak tambahkan micin biar sedap netizen menyudutkan mecin kebodohan orang yang gangguan jiwa ngemil micin justiceformicin," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",1.0
1776,Bullying,wahh jngn2 vidio bajunya norak bngtt ayuu murahaan,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,1.0
1777,Bullying,username bodoh kamu ya, <USERNAME> bego lo ya,1.0
1778,Bullying,editan sekali ya ampun si mommy lambe kehabisan gosib ya si pelakor,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,1.0
1779,Bullying,yah admin nya golongan pengonsumsi mecin pil pcc otak kamu rusak min,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,1.0
1780,Bullying,orang govlok yang prcya ayu slgkuh sma rafi buktinya rafi sma gigi sekarang baek2 saja ktamu ayu pelakor suami yang di rebut woyy sekarang ayu suami fikir pakai otak makanya jangan kbanyakan micin jadi govlok,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,1.0
1781,Bullying,username hoy barisan sakit hati jijikk sekali fans billy mah alhamdulillah sangat billy putus manusiaa buluk ituu yang ditunggu lama2 akhiry putus kobil juga jijik ni orang v, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,1.0
1782,Bullying,mba username tidak merasa cinlok babang anthony ketemu di mana sih sinet boy alah ngaku ajaaa mba dumang cinlok sok2 bilang tidak cinlok namanya pembodohan wajar netizen bilang ratu cinlok kenyataan memang ya marah resiko artis hahahhaa pinter2 ya mba cari alasan hahahahaha,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",1.0
1783,Bullying,username noh urus itu kuin kamu biar tidak gatal nempel2 ama laki orang masyarakat sudah tahu kali japok gundik janda gatal sudah kenyataan nya begtu anak sholehah agama nya kuat mata kuliah agama cuma dapat 1 agama nya kuat tetapi hamil," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",1.0
1784,Bullying,username bilang itu kuin kamu gesek grepe ama lakik orang tidak malu sudah hamil nikah kegatelan janda," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",1.0
1785,Bullying,username please kamu bela pelakor hukuman si muljem karena sudah tega recut suami sahabat menjalani sanksi sosialnya valakor mesti dibenci karena biar tidak valakor indonesia biar musnah sem," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",1.0
1786,Bullying,najis muakk menjijikan pelakor jijik,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",1.0
1787,Bullying,semoga pelakor2 kena karma semoga karma yang meninggalkan istrinya yang bwrjuang dengan dari nol tetapi sukses selingkuh sok jadi penguasa istri ya,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,1.0
1788,Bullying,sedih ya sekarang ngamen kawinan orang mantan istri mahhhh pesawat jet bhay pelakor n botakbego,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,1.0
1789,Bullying,username heeehh kamu pelakornya yaaaakkk ngapa kamu emosi situuu kenal saya kalau berani pakai akun asli pantes pakai akun bodong ngerebut laki orang diem2 keceplosan yak pakai bodong terbahak-bahak gueeee lucu kamu, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,1.0
1790,Bullying,wkwkwkwk sudah tidak laku jadi nyanyi dhajatan si lonte pelakor,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,1.0
1791,Bullying,username wakakak cerita seperti gituu pembelajaran saja jangan sampai ni swamik swamik pilih pelakor daripada istri hancuuurr bookk tidak bohong deh kere kismin nyungsep memang yang ngatur rezeki itu tuha," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",1.0
1792,Bullying,cwenya yang bodoh cwonya yang pintar ya memang lakinya kaya macho begitu plus nya kayaknya jago gombal maennya gesit ulala ngakakabis,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,1.0
1793,Bullying,username yang bodoh ngapain keluarga depok komen orang yang tidak saja yang hidupnya tidak bahagia yang suka menghujat orang hidup artis ayu berpengaruh memang dasar benci ayu kalau, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,1.0
1794,Bullying,username mah lihat yang main prasangka mirip elu elu haters mirip dukun dukun titisan dajjal sok pintar otak kosong sorry ye saya bala nabi muhammad yang percaya kalau sudah ditunjukkin 4 saksi bukti kalau, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,1.0
1795,Bullying,mata aku sepet baca koment fans ubul empang minggir woy bikin rusuh saja nih jaer amis jijik sumpah enji sama cewek tetap saja bala jaer nyampah bikin ribut,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,1.0
1796,Bullying,sih si enji hartis kah males sekali jijik laki model mah tidak tanggung jwbnya ayu bunting tinggalin anak tidak akuin sekarang anak sudah nongol bilqis cantek eh sampek bini nya ngeposting yang enji kangen anaknya najonggg jijik betoll sudah deh min tidak bahas laki hartis saja tidak panutan yang ambil username,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",1.0
1797,Bullying,username bodoh nya pede bicara yang bilang benar bukti saja kaga kelihatan pintar jatohnya bodoh," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",1.0
1798,Bullying,bilang enji ganteng bebas slingkuh bodoh kali ganteng pala kamu bau menyan tidak ada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,1.0
1799,Bullying,sebenarnye cocok enji att gateeeel hahah pantas si tongtong dipertemukan dengan enji sudah hukum alam kalau jodoh cerminan si entong hrsnya bekaca dengan biar sadar tetapi teryata otak 1 m tetap pertahankan jadi sekarang malah guatelnye saja kek enji hah,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",1.0
1800,Bullying,username oalaahhh saja pelakor laki nya juga kegatelan tetapi namanya laki kucing kasih ikan jaer gratis ya tidak tolak wkwkkwkw," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",1.0
1801,Bullying,laki2 ya sis suka pecun2 murahan prempuan baik2 berjilbab atau pintar enji2 downgrade sih pedangdut kelas prempuan berjilbab ehh pilih pecun jeleknya seleramu,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",1.0
1802,Bullying,motorninja saja songong mba orang yang mobil lamborgini saja wae,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,1.0
1803,Bullying,goblok saya nonton berkali kaget,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,1.0
1804,Bullying,tidak usa pakai anjing babi kalau saya balas begitu wkwk,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",1.0
1805,Bullying,oh kemarin menghargai karya orang bilang jelek sekali aduh penganten perempuan nya kekenyangan yah sampai kembung begitu perut nya pepuralugu,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,1.0
1806,Bullying,percaya gimik raffi gigi dan att att peserta keluarga hujad dan anak nya hujad kesini penonton bodohin publik yang kasihan penghujad tidak ayu tidak pesbukers biar ngeluarkn album single artis halan nengri gimik yoo,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",1.0
1807,Bullying,kalau benar gimmick bodoh sekali si ayu rating n popularitas berani taruhin harga nilai buruk mata masyarakat,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",1.0
1808,Bullying,susah otaknya diemvang mah bikin rusuh dilapak orang,Susah otaknya diemvang mah bikin rusuh dilapak orang,1.0
1809,Bullying,najiiisss mirip si mba dese tidak begitu ajaaa hahahahaha maling teriak maling ngaca buuuuuk,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,1.0
1810,Bullying,username iyak kaa hahahahah geli sangat gasih att ih kampung habis, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,1.0
1811,Bullying,jogetnya bikin ngakakkk anjirrrr kampungan sekali username username,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",1.0
1812,Bullying,bagus la saya otak tidak mirip kamu malu maluin mak kamu saja tong akun asli pakai itu yang namanya bodoh username,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,1.0
1813,Bullying,yang bodoh mah elu sih yang kasih contoh buruk anaknya pakai mata kamu memang dugem bawa anak bodoh sih _ jaman sudah texas saya jamin dijaman anaknya juga sudah texas selagi tidak ngerugiin kamu yaudah sewot sekali,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",1.0
1814,Bullying,si wanita jahiliyah lesbi sekarang sudah py pacar lagi kasihan anaknya kemarin kasih bencana slnya tega misahin anak dari nya ktakutan anak nya masuk islam padahal bp nya tidak pernah nuntut anaknya memeluk islam sudah kasih nikmat anak 3 orang masih saja begajulan,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",1.0
1815,Bullying,username saya memang kador artis benar komen kamu tolol sumpah kenal nilai artis hahaha orang indo juga setuju kalau kador artis tetapi celebgram dari kampung kamu tahu bedanya artis dengan selebgra, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,1.0
